,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q25a,q26a,q25b,q26b,q27a,q28a,q27b,q28b,q39,q40_1_1,q40_2_1,q40_3_1,q40_4_1,q40_5_1,q40_6_1,q40_7_1,q40_8_1,q40_9_1,q40_10_1,qdobbs,q29,q30,q31,q32,q33,q34,q35,q36,pid3,pid7,pid7others,q37,q38,q41,q42_1,q42_2,q42_3,q42_4,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53_1,q53_2,q53_3,q53_4,q53_5,q54,q55,q56,q57,newsint,cablenews,ideo3,ideo5,votereg,votereg2,turnout22post,housevote22,votemethod22,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,hispanic,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,weight,affactionprivate_per,affactionprivate_court,affactionpublic_per,affactionpublic_court,fedelections_per,fedelections_court,gaydiscrim_per,gaydiscrim_court,gerrymandering_per,gerrymandering_court,cleanwater_per,cleanwater_court,commerce_per,commerce_court,copyright_per,copyright_court,algorithm_per,algorithm_court,socialmedia_per,socialmedia_court,studentloans_per,studentloans_court,unions_per,unions_court,native_per,native_court,religion_per,religion_court,case_recall,case_remembered_1,case_remembered_2,case_remembered_3,case_remembered_4,case_remembered_5,case_remembered_6,case_remembered_7,case_remembered_8,case_remembered_9,case_remembered_10,dobbs,contraception_per,contraception_court,sodomy_per,sodomy_court,gaymarriage_per,gaymarriage_court,interracial_per,interracial_court,pid3_recoded,pid7_recoded,leaders_mention,leaders_important,court_reputation,leaders_criticize,justices_interpret,justices_education,justices_agree,justices_sameparty,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,approval,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_personal,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,ideal,ideal_sotomayor,ideal_kagan,ideal_jackson,ideal_roberts,ideal_kavanaugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,affactionprivate_scotus,affactionpublic_scotus,fedelections_scotus,gaydiscrim_scotus,gerrymandering_scotus,cleanwater_scotus,commerce_scotus,copyright_scotus,algorithm_scotus,socialmedia_scotus,studentloans_scotus,unions_scotus,native_scotus,religion_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_jackson,idealg_roberts,idealg_kavanaugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
1859,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,2,1,1,1,1,2,2,1,1,.,3,2,The supreme court?ó?Ç?Ös reputation is unique,1,1,3,2,3,3,1,2,2,3,2,7,1,1,1,2,1,2,1,13,17,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1986,36,2,2,2,2,6,4,1,1,13,3,1,1,1,6,2,2,2,2,2,1,1,2,2,1,1,5,1,3,2,2,28:02.8,42:36.5,42:33.3,0.84744066,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,2,1,1,1,1,2,2,1,1,3,2,The supreme court?ó?Ç?Ös reputation is unique,3,1,1,3,2,2,1,1,0,2,1,3,0,2,1,7,0,3,3,1,1,1,1,2,2,1,13,17,1,1,1,1,1,0.44062191,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.54654704,0.06575435,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1860,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,1,2,2,2,3,4,.,.,.,Speechless,2,5,1,4,.,3,1,2,3,4,4,5,3,3,3,3,3,3,3,49,50,3,4,2,1,3,4,1,1,2,.,.,2,6,2,1974,48,3,1,1,2,3,2,6,1,28,3,4,1,4,2,1,2,2,2,2,1,2,2,1,2,1,4,1,1,1,2,30:35.7,46:47.1,46:42.6,0.680063069,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,1,2,2,2,3,4,.,.,Speechless,.,2,5,1,4,3,0,1,0,2,1,4,1,4,0,5,0,2,3,3,3,3,3,3,3,3,49,50,3,4,2,3,4,0.420879788,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.38919881,0.153053926,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1861,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,Roe v. Wade,Brown v Board of Education,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,3,2,Not very good,1,1,1,1,2,3,2,1,1,4,2,5,2,2,3,3,3,2,4,51,51,2,2,2,1,2,3,1,1,1,1,3,1,1,2,1970,52,3,3,3,1,6,4,5,2,12,3,2,1,2,4,1,2,2,2,2,1,2,2,1,2,3,5,2,6,2,1,33:00.7,46:55.1,46:51.8,0.30399555,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,Roe v. Wade,Brown v Board of Education,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,3,2,Not very good,2,1,1,1,1,1,0,2,1,1,0,4,1,2,1,5,0,3,3,2,2,3,4,2,3,3,51,51,2,2,2,2,3,-1.462276537,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.352698212,-1.351272137,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1862,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,1,Roe V. Wade,,,,,,,,,,1,2,2,1,2,1,2,2,2,3,5,.,.,.,"Fickle, unpredictable, and political.",1,2,1,2,.,1,2,2,2,4,2,6,2,4,5,3,5,1,3,75,59,5,2,1,5,2,3,1,1,1,2,2,1,2,1,1977,45,3,1,1,2,3,2,2,2,13,3,2,1,3,8,2,2,2,2,1,2,2,2,1,2,2,5,2,2,11,2,27:08.3,48:38.8,48:38.1,1.659499288,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,Roe V. Wade,,,,,,,,,,1,2,2,1,2,1,2,2,2,3,5,.,.,"Fickle, unpredictable, and political.",.,1,2,1,2,2,1,2,1,2,1,4,1,2,1,6,1,6,1,2,4,5,3,1,3,5,75,59,5,2,1,2,3,1.173975667,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.165982537,-0.792381662,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1863,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,2,1,1,1,2,3,4,.,.,.,Trustworthy,1,1,1,2,.,2,2,2,2,1,4,9,3,3,1,3,3,1,1,57,69,3,3,2,1,4,6,2,2,2,.,.,2,6,1,1997,25,1,1,1,2,3,2,6,2,36,1,1,1,4,1,1,2,2,2,2,1,2,2,1,2,1,2,1,6,1,2,41:34.9,49:40.2,49:40.0,1.165488839,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,2,1,1,1,2,3,4,.,.,Trustworthy,.,1,1,1,2,2,1,2,1,2,1,1,0,4,0,9,0,3,2,3,3,3,1,1,3,1,57,69,3,3,2,4,6,-0.71865755,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.685722203,-0.938166812,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1864,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,1,Marbury Vs Madison,Roe Vs wade,ken Vs Godfrey,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,.,3,1,It's Independent,1,3,3,3,2,2,1,2,2,4,3,7,3,2,2,3,2,2,1,44,66,3,2,3,3,1,2,1,1,1,1,3,1,1,1,1984,38,2,2,2,2,5,3,6,2,6,4,2,2,.,8,2,2,2,2,1,2,1,2,2,1,2,2,1,3,2,2,40:09.9,49:48.8,49:41.1,0.853159606,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,Marbury Vs Madison,Roe Vs wade,ken Vs Godfrey,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,3,1,It's Independent,2,1,3,3,3,2,1,1,0,2,1,4,1,3,0,7,0,3,2,3,2,2,1,2,3,2,44,66,3,2,3,1,2,-1.050268567,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.069607897,-0.109706403,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1865,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,1,Roe vs wade,,,,,,,,,,2,2,2,1,2,1,2,2,2,4,4,4,.,.,Liberal,1,3,1,5,.,1,1,2,2,1,2,4,2,4,4,2,5,1,4,100,20,4,1,4,5,3,5,1,1,1,6,3,1,2,2,1964,58,3,1,1,2,4,2,1,2,42,1,4,1,7,3,1,2,2,2,2,1,2,2,1,2,4,6,2,2,1,2,39:25.1,50:24.6,50:19.9,0.550370276,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,Roe vs wade,,,,,,,,,,2,2,2,1,2,1,2,2,2,3,4,.,.,Liberal,.,1,3,1,5,2,1,1,0,2,1,1,0,2,1,4,0,3,1,2,4,5,4,1,2,4,100,20,4,1,4,3,5,-0.339610445,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.399435039,0.170183174,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1866,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,roe v wade,,,,,,,,,,2,2,1,2,1,1,1,2,1,3,4,.,.,.,it is a fashest right wing overbearing out of touch insatushan and needs reform,1,5,1,5,.,2,2,1,2,4,2,6,1,5,1,1,4,1,5,50,100,1,1,4,5,2,3,2,2,2,.,.,2,6,1,1966,56,3,1,1,2,2,1,5,2,56,4,1,1,5,1,1,2,2,2,2,1,2,2,1,2,4,6,2,7,9,1,36:53.6,51:13.8,51:08.0,0.94541961,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,roe v wade,,,,,,,,,,2,2,1,2,1,1,1,2,1,3,4,.,.,it is a fashest right wing overbearing out of touch insatushan and needs reform,.,1,5,1,5,2,1,2,1,1,0,4,1,2,1,6,1,5,2,1,5,4,5,1,1,1,50,100,1,1,4,2,3,-2.339618306,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-2.324676931,2.1309303,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1867,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,1,Roe / wade,,,,,,,,,,1,2,2,1,2,1,1,2,2,2,7,.,3,2,Fair,1,3,1,3,3,4,2,2,2,4,5,5,2,3,4,4,5,3,1,56,60,4,4,2,5,3,5,1,1,1,2,2,1,2,1,1964,59,3,1,1,2,2,1,1,2,29,2,4,1,1,5,1,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,38:58.3,52:13.8,52:13.2,1.014644623,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,Roe / wade,,,,,,,,,,1,2,2,1,2,1,1,2,2,2,7,3,2,Fair,3,1,3,1,3,2,1,2,1,2,1,4,1,5,0,5,0,4,4,2,3,5,1,3,4,4,56,60,4,4,2,3,5,1.228672438,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.147193328,0.434902958,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1868,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,2,6,.,3,2,positive and fair,2,2,2,2,2,2,2,2,1,2,1,7,2,2,2,2,2,2,2,71,65,2,2,2,1,2,3,1,1,2,.,.,2,6,1,1978,45,3,1,1,2,4,2,5,1,13,3,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,8,11,2,48:33.8,52:43.5,52:43.3,1.509236574,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,2,6,3,2,positive and fair,2,2,2,2,2,1,0,2,1,2,1,2,0,1,0,7,0,2,2,2,2,2,2,2,2,2,71,65,2,2,2,2,3,0.152028267,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.113716401,-2.025674138,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1869,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,1,1,1,1,1,2,2,2,7,.,5,4,can not think of anything right know.,4,3,3,2,4,2,3,3,3,2,3,7,3,3,3,2,2,2,4,97,50,3,2,4,5,3,5,1,1,1,2,2,1,2,2,1975,48,3,1,1,2,2,1,1,2,39,2,4,1,7,6,2,2,2,2,2,1,2,2,1,2,2,2,1,5,1,2,41:14.0,54:25.5,54:21.3,1.001773953,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,1,1,1,1,1,2,2,2,7,5,4,can not think of anything right know.,4,4,3,3,2,3,0,3,0,3,0,2,0,3,0,7,0,0,2,3,3,2,4,2,2,3,97,50,3,2,4,3,5,0.983413142,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.073343981,1.042271364,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1870,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,Wade vs Roe,,,,,,,,,,1,1,2,2,2,1,2,2,2,3,4,.,.,.,Poor,2,4,3,4,.,1,2,3,2,5,5,5,2,3,3,4,3,2,3,66,48,4,2,2,5,2,3,2,2,2,.,.,2,6,2,1987,36,2,1,1,2,5,3,1,1,6,4,3,2,7,9,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,46:40.3,55:52.3,55:51.7,0.802951396,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,Wade vs Roe,,,,,,,,,,1,1,2,2,2,1,2,2,2,3,4,.,.,Poor,.,2,4,3,4,2,1,2,1,3,0,5,0,5,0,5,0,2,1,2,3,3,3,2,4,3,66,48,4,2,2,2,3,0.071258094,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.010547971,0.143272654,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1871,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,1,Roe vs Wade,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,7,.,3,2,"The reputation is that they are the end of the line, in that I mean they are the last and final decision.",2,2,2,2,4,1,2,1,3,1,5,4,4,2,4,3,4,4,2,98,54,2,2,2,5,3,4,1,1,1,2,2,1,2,2,1969,53,3,1,1,2,5,3,1,2,48,3,4,1,4,10,3,2,2,2,2,1,2,2,1,2,1,5,2,1,12,2,35:30.6,56:08.7,56:08.5,1.260630369,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,Roe vs Wade,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,7,3,2,"The reputation is that they are the end of the line, in that I mean they are the last and final decision.",4,2,2,2,2,3,0,2,1,1,0,1,0,5,0,4,0,1,1,4,2,4,2,4,3,4,98,54,2,2,2,3,4,1.014994823,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.043391921,0.668046175,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1872,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,1,brown vs board of education,roe v wade,heller,Marbury vs madison,dred scott,,,,,,1,2,2,2,2,1,2,2,2,2,7,.,3,4,"The majority of the current court is, for the most part, originalist. They try to interpret the Constitution as they believe it was written, not trying to find loopholes in the text where they can make language that doesn't apply, apply.",2,2,1,5,3,2,2,2,2,4,2,6,1,1,5,5,5,3,3,68,70,5,4,1,2,3,4,1,1,1,2,1,1,2,1,1961,62,3,1,1,2,3,2,5,2,4,4,1,1,1,3,1,2,2,2,1,2,2,2,1,2,2,5,2,2,2,2,37:03.8,56:28.0,56:21.4,0.856405079,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,brown vs board of education,roe v wade,heller,Marbury vs madison,dred scott,,,,,,1,2,2,2,2,1,2,2,2,2,7,3,4,"The majority of the current court is, for the most part, originalist. They try to interpret the Constitution as they believe it was written, not trying to find loopholes in the text where they can make language that doesn't apply, apply.",3,2,2,1,5,2,1,2,1,2,1,4,1,2,1,6,1,6,2,1,1,5,3,3,5,5,68,70,5,4,1,3,4,1.646499839,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.573071171,1.665072915,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1873,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,Griswold v CT,Kelo v City of New London,Brown v Board of Education,Dred Scott,Marbury v Madison,Plessy v Ferguson,Nix v Hedden,NY Times v Sullivan,Obergefell v Hodges,Roe v Wade,2,2,1,2,2,2,2,2,2,1,2,.,2,1,"SCOTUS' reputation is as an arbiter of the laws and interpreter of the Constitution. Until recently, I would say that the justices have been seen as insulated from the everyday of politics in the US. However, since the failed confirmation of Robert Bork, the court has descended into partisan politics as part of the nominations to and operations of the court.",2,3,1,5,4,2,2,2,2,4,2,6,1,2,4,4,4,2,2,45,86,4,3,1,5,2,3,1,1,1,1,3,1,1,1,1974,48,3,6,4,2,5,3,1,.,51,3,2,1,1,10,3,2,2,2,1,2,2,2,1,1,3,5,2,5,1,1,37:33.9,56:47.9,56:43.0,1.185005188,2,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,Griswold v CT,Kelo v City of New London,Brown v Board of Education,Dred Scott,Marbury v Madison,Plessy v Ferguson,Nix v Hedden,NY Times v Sullivan,Obergefell v Hodges,Roe v Wade,2,2,1,2,2,2,2,2,2,1,2,2,1,"SCOTUS' reputation is as an arbiter of the laws and interpreter of the Constitution. Until recently, I would say that the justices have been seen as insulated from the everyday of politics in the US. However, since the failed confirmation of Robert Bork, the court has descended into partisan politics as part of the nominations to and operations of the court.",4,2,3,1,5,2,1,2,1,2,1,4,1,2,1,6,1,6,2,1,2,4,2,2,4,4,45,86,4,3,1,2,3,-0.653067874,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.587035251,0.987423481,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1874,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,Roe vs Wade,Brown vs Board of Education,Plessy vs Ferguson,Mapp vs Ohio,Dred Scott vs Sandford,Gideon vs Wainwright,Miranda vs Arizona,Griswold vs Connecticut,Bush vs Gore,United States vs Nixon,1,2,2,2,2,2,2,2,2,2,6,.,4,3,The Supreme Court has a prestigious reputation at this time.,1,5,1,3,3,2,2,2,2,4,5,6,4,1,5,5,5,3,1,63,65,5,5,1,2,2,3,2,2,1,.,.,1,2,1,1977,46,3,1,1,2,4,2,1,1,36,1,4,1,1,11,3,2,2,2,2,1,1,2,2,2,4,6,2,7,1,1,27:57.9,57:46.7,57:43.9,0.840296924,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,Roe vs Wade,Brown vs Board of Education,Plessy vs Ferguson,Mapp vs Ohio,Dred Scott vs Sandford,Gideon vs Wainwright,Miranda vs Arizona,Griswold vs Connecticut,Bush vs Gore,United States vs Nixon,1,2,2,2,2,2,2,2,2,2,6,4,3,The Supreme Court has a prestigious reputation at this time.,3,1,5,1,3,2,1,2,1,2,1,4,1,5,0,6,1,5,2,4,1,5,1,3,5,5,63,65,5,5,1,2,3,0.628894393,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.684043209,0.777455715,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
