,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q41a,q42a,q41b,q42b,q43a,q44a,q43b,q44b,q38,q25,q26,q27,q28,q29,q39,q40,q30,q31,q32,q33,q34,q35,q36,q45,q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight,gayadoption_per,gayadoption_court,acatax_per,acatax_court,acasev_per,acasev_court,azprovballot_per,azprovballot_court,azcollectballot_per,azcollectballot_court,donors_per,donors_court,schoolspeech_per,schoolspeech_court,juvcrime_per,juvcrime_court,databases_per,databases_court,ncaa_per,ncaa_court,covidchurch_per,covidchurch_court,unions_per,unions_court,agencies_per,agencies_court,warrants_per,warrants_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,gayadoption_scotus,acatax_scotus,acasev_scotus,azprovballot_scotus,azcollectballot_scotus,donors_scotus,schoolspeech_scotus,juvcrime_scotus,databases_scotus,ncaa_scotus,covidchurch_scotus,unions_scotus,agencies_scotus,warrants_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
1162,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,5,2,1,2,4,5,4,1,3,2,2,3,2,51,67,3,2,2,4,2,3,1,1,1,2,1,2,2,1950,71,4,3,3,4,2,1,2,12,3,2,1,2,6,2,.,1,.,1,.,1,.,.,2,2,3,2,3,2,2,35:23.1,03:37.0,03:31.0,1415936613,1.178786635,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,1,4,1,5,1,4,1,5,5,1,2,2,3,3,2,51,67,3,2,2,2,3,1,0.243906845,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.216998714,0.210771069,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1163,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,4,2,2,1,4,5,6,3,3,3,4,3,3,55,65,1,1,1,4,3,4,1,1,1,1,1,1,2,1953,68,4,2,2,4,2,1,2,13,3,1,1,5,9,2,.,.,.,.,1,.,.,1,1,1,1,1,1,1,2,44:19.5,15:21.9,15:03.4,1417359803,0.645691037,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,0,4,1,5,1,6,0,4,4,3,3,4,3,3,3,55,65,1,1,1,3,4,1,-0.556780785,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.599022195,-0.168748901,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1164,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,2,2,4,3,6,3,3,2,2,2,3,46,71,3,2,3,5,2,3,1,1,1,2,1,1,2,1952,68,4,2,2,5,3,3,2,13,3,4,1,5,3,1,.,.,.,1,.,.,.,1,2,1,2,1,1,1,1,54:07.7,16:46.7,16:45.9,1417408139,0.644434273,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,4,1,3,0,6,0,4,2,3,2,2,3,2,3,46,71,3,2,3,2,3,1,-1.31201755,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.324118992,-1.324838386,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1165,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,4,2,2,2,4,3,4,2,4,3,3,3,2,30,83,1,2,1,3,1,2,1,1,1,1,1,1,2,1978,42,2,2,2,5,3,1,2,36,1,2,2,1,3,1,.,.,.,1,.,.,.,1,2,4,5,2,6,11,2,56:58.2,17:59.2,17:58.4,1417601589,0.826640368,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,4,1,3,0,4,1,5,4,2,3,3,4,3,2,30,83,1,2,1,1,2,1,-1.656651744,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.612221398,0.024328085,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1166,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,5,2,3,2,1,1,5,1,3,3,2,3,2,65,75,3,3,2,5,2,3,1,1,1,2,1,1,2,1954,66,4,2,2,5,3,3,2,26,2,1,1,5,7,2,.,.,.,1,.,2,2,1,2,2,5,2,5,2,1,20:00.9,35:36.0,35:35.2,1417628645,0.698333681,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,3,0,2,1,1,0,1,0,5,0,2,5,1,3,2,3,3,2,65,75,3,3,2,2,3,1,-0.23574061,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.231183687,-0.202728334,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1167,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,1,1,1,3,5,1,3,3,3,3,2,2,63,70,3,3,7,2,4,6,1,1,3,4,1,1,1,1972,48,3,1,1,2,1,5,2,55,2,1,1,2,3,1,.,.,.,.,1,.,.,1,1,2,5,2,6,1,2,27:07.5,38:48.3,38:44.2,1417429895,0.969834745,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,0,1,0,1,0,3,0,5,1,1,0,1,2,3,3,3,3,2,2,63,70,3,3,7,4,6,3,0.569044413,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.502270904,0.515047018,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1168,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,4,1,2,2,4,5,3,3,4,1,3,3,3,51,52,2,2,1,3,4,6,2,2,3,4,2,6,2,1941,79,4,3,3,4,2,4,2,12,3,2,1,2,9,2,.,.,.,.,1,.,.,1,2,1,2,2,2,2,2,57:55.0,49:37.3,49:20.8,1417601731,1.639848709,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,0,2,1,2,1,4,1,5,1,3,0,4,4,3,1,3,4,3,3,51,52,2,2,1,4,6,3,-0.314050928,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.355625346,-0.364498195,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1169,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,3,2,2,2,4,5,6,3,4,2,4,4,3,51,71,3,1,1,1,2,3,1,1,1,1,1,1,2,1959,61,3,2,2,5,3,1,2,37,3,2,1,5,7,2,.,.,.,1,.,.,.,1,1,1,1,1,1,1,1,23:07.0,51:48.0,51:44.2,1417631089,0.564596891,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,3,3,2,4,4,4,3,51,71,3,1,1,2,3,1,-0.9839693,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.054907588,-1.058655579,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1170,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,4,2,2,2,4,5,6,2,4,4,4,4,2,35,65,3,3,1,1,2,3,1,1,1,2,1,1,1,1991,29,1,1,1,2,1,5,2,6,4,1,2,4,97,4,.,1,.,1,.,.,.,1,2,4,6,2,7,11,1,41:59.1,54:11.7,54:09.9,1417656637,0.875642538,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,4,2,4,4,4,4,2,35,65,3,3,1,2,3,1,-0.544212263,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.585534451,0.180246065,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1171,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,3,2,2,2,4,5,6,4,4,2,3,2,3,66,65,5,5,1,2,3,4,1,1,2,6,1,2,2,1981,39,2,1,1,3,2,6,1,1,3,3,2,7,6,2,.,.,.,.,1,.,.,1,2,1,4,1,1,1,1,44:06.6,02:10.7,02:09.4,1417658045,1.246883273,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,3,4,2,3,4,2,3,66,65,5,5,1,3,4,2,0.431326603,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.432313097,0.628208066,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1172,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,3,1,2,1,5,5,6,1,2,2,1,3,1,88,78,2,2,2,2,2,3,1,1,1,1,1,1,1,1985,35,2,2,2,5,3,1,1,1,3,1,1,.,10,3,2,1,1,1,2,1,2,2,1,2,3,1,3,7,2,03:43.1,4/9/2021 3:08,07:58.5,1417680647,0.725845933,1,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,0,2,1,1,0,5,0,5,1,6,0,2,3,1,2,1,2,3,1,88,78,2,2,2,2,3,1,-0.064194762,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.080057294,0.109521997,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1173,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,3,1,2,1,4,4,3,3,5,2,3,2,50,50,3,1,2,5,4,6,2,2,3,4,2,6,2,1973,47,3,1,1,2,1,2,1,41,4,2,1,4,3,1,.,.,.,.,1,.,.,1,2,4,6,2,7,11,1,02:31.9,09:28.7,09:26.1,1417676917,1.039349079,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,3,0,1,0,2,1,1,0,4,0,4,1,2,1,3,5,2,3,3,2,50,50,3,1,2,4,6,3,0.254040543,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.1492559,0.169703724,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1174,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,3,2,3,2,4,4,6,3,3,3,3,3,3,73,71,3,3,2,2,2,3,2,2,2,7,2,6,2,1963,57,3,3,3,5,3,2,2,12,3,2,2,2,3,1,.,.,1,.,1,.,.,1,2,1,2,1,8,1,2,01:57.0,11:16.0,11:11.9,1417676841,1.269628406,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,3,0,2,1,4,1,4,0,6,0,3,3,3,3,3,3,3,3,73,71,3,3,2,2,3,2,0.577448056,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.636688995,-0.598343711,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1175,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,3,1,2,2,1,3,4,2,2,2,1,2,2,71,74,2,3,3,1,2,3,2,2,3,4,2,6,2,1974,46,3,1,1,3,2,1,1,48,3,1,2,.,1,1,.,.,.,.,1,.,.,1,2,2,3,1,2,3,1,07:41.4,12:43.3,12:36.7,1417681029,0.678491652,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,0,2,1,2,1,1,0,3,0,4,1,3,3,2,2,1,2,2,2,71,74,2,3,3,2,3,3,0.014481357,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.042261604,-0.103661809,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1176,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,3,2,2,2,4,5,5,1,3,4,1,2,3,32,82,1,1,2,3,2,3,1,1,1,1,1,1,2,1948,73,4,2,2,4,2,1,2,29,2,2,1,5,11,3,.,.,.,1,.,.,.,1,1,1,2,2,1,2,1,36:48.9,23:21.8,23:20.5,1417061639,0.699695528,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,4,1,5,1,5,0,5,3,1,4,1,3,2,3,32,82,1,1,2,2,3,1,-1.022030125,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.008601995,-0.360081756,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1177,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,5,2,2,2,4,5,4,1,5,2,2,4,4,43,63,1,2,2,5,2,3,2,2,3,3,2,6,1,2000,20,1,1,1,4,2,5,2,36,1,2,1,4,10,3,.,.,.,.,1,.,1,.,2,4,6,2,7,10,2,10:54.8,35:55.7,35:55.5,1417682647,1.035177231,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,4,1,5,1,4,1,6,5,1,2,2,5,4,4,43,63,1,2,2,2,3,3,-0.138250407,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.087638673,-1.138280812,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1178,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,2,2,3,4,4,9,3,3,3,3,3,3,53,50,3,3,7,1,4,6,1,1,1,2,1,1,2,1963,57,3,2,2,4,2,1,2,29,2,2,1,1,97,4,.,.,.,1,.,.,1,.,2,2,7,2,8,2,2,33:43.0,39:41.5,39:36.0,1417703429,0.613011956,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,3,0,4,1,4,0,9,0,3,1,3,3,3,3,3,3,53,50,3,3,7,4,6,1,0.372296738,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.403619011,1.048020136,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1179,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,3,3,1,1,5,2,2,2,3,3,2,51,70,3,4,2,1,2,3,1,1,3,5,1,2,2,1955,66,4,3,3,3,2,4,2,12,3,1,2,1,3,1,.,.,.,.,1,.,.,1,2,1,3,2,2,2,1,21:47.8,45:46.3,45:37.2,1416188477,1.178786635,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,0,3,0,3,0,1,0,1,0,5,0,0,1,2,2,3,2,3,2,51,70,3,4,2,2,3,3,0.18659184,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.192428532,0.169399216,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1180,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,1,1,1,3,2,5,2,2,1,1,2,2,73,83,2,2,2,3,3,4,1,1,1,2,1,1,1,1991,29,1,2,2,5,3,1,1,6,4,1,1,1,7,2,2,2,1,2,2,1,1,2,1,2,4,1,5,2,1,29:24.4,54:39.5,54:39.4,1417701737,0.801490486,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,3,0,2,0,5,0,0,4,2,1,1,2,2,2,73,83,2,2,2,3,4,1,-0.34636928,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.369890329,-0.19822638,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1181,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,4,1,1,1,4,4,6,1,1,1,2,2,2,65,73,2,2,1,2,2,3,1,1,1,1,1,1,1,1991,29,1,2,2,5,3,1,1,6,4,1,1,1,9,2,2,2,1,2,2,2,1,2,1,2,4,1,5,2,2,29:20.9,55:01.4,55:01.3,1417701729,0.801490486,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,0,1,0,1,0,4,1,4,0,6,0,1,4,1,1,2,1,2,2,65,73,2,2,1,2,3,1,0.894457458,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.920758943,-0.689056136,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1182,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,3,3,3,1,2,4,4,5,2,3,1,2,2,51,27,5,1,7,2,3,4,3,2,3,5,2,6,1,1941,80,4,1,1,1,1,1,2,13,3,4,1,6,97,4,.,.,.,.,1,.,.,1,2,1,6,1,2,11,2,33:10.7,58:16.3,58:15.8,1416894901,1.366256714,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,3,0,3,0,1,0,2,0,4,0,4,1,1,3,5,3,1,2,2,2,51,27,5,1,7,3,4,3,0.949048659,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.956742884,0.213103512,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1183,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,4,2,2,2,4,5,4,3,4,2,2,3,4,1,6,1,2,1,3,1,2,1,1,1,1,1,1,2,1949,71,4,2,2,5,3,1,2,37,3,1,1,1,9,2,.,.,.,1,.,.,.,1,2,1,4,2,6,1,1,49:40.1,02:27.7,02:27.0,1416951093,0.644434273,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,4,1,5,1,4,1,6,4,3,2,2,4,3,4,1,6,1,2,1,1,2,1,-0.380453019,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.378583654,-0.373109224,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1184,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,4,2,1,2,4,5,5,3,4,2,2,2,3,30,45,4,1,3,5,1,2,2,2,3,3,2,6,2,1989,31,2,1,1,4,2,5,2,47,3,2,3,2,1,1,.,.,.,.,1,.,.,1,2,4,6,2,6,10,2,54:55.2,20:45.1,20:41.3,1417726145,0.826758802,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,0,2,1,4,1,5,1,5,0,4,4,3,2,2,4,2,3,30,45,4,1,3,1,2,3,-0.070514816,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.083466061,0.381015195,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
